price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,product_color,product_variation_inventory,shipping_option_price,countries_shipped_to,has_urgency_banner,merchant_rating_count,merchant_rating
12.0,1000,0,3.49,201,73.0,44.0,29.0,18.0,37.0,0,0,0,0,blue,50,3,139,0.0,779,3.776636713735559
8.0,1000,0,3.84,132,56.0,34.0,20.0,9.0,13.0,0,0,0,0,white,50,2,31,0.0,2055,3.837956204379562
5.0,100,0,4.5,6,4.0,1.0,1.0,0.0,0.0,0,0,0,0,pink,50,2,45,1.0,10600,3.8675471698113206
11.0,1000,1,3.74,54,23.0,11.0,10.0,3.0,7.0,0,0,0,0,black,50,3,41,0.0,73271,3.954443094812409
8.0,10000,0,3.54,2006,748.0,417.0,331.0,194.0,316.0,0,0,0,0,white,50,3,31,1.0,13946,4.000143410296859
7.0,100,0,4.0,6,3.0,1.0,1.0,1.0,0.0,0,0,0,0,beige,7,2,24,1.0,1559,4.039127645926876
6.0,1000,0,3.51,79,26.0,17.0,18.0,7.0,11.0,0,0,0,0,pink,50,2,43,0.0,13979,3.870734673438729
6.0,1000,1,4.19,201,108.0,50.0,27.0,6.0,10.0,0,0,0,0,blue,3,2,55,1.0,3439,4.417272462925269
13.0,100,1,3.42,79,29.0,16.0,10.0,7.0,17.0,0,0,0,0,red,50,3,41,1.0,27764,3.9504034000864423
7.0,1000,1,4.08,408,212.0,89.0,56.0,29.0,22.0,0,0,0,0,black,50,2,41,1.0,12763,3.967484133824336
13.0,1000,1,3.5,64,28.0,7.0,9.0,9.0,11.0,0,0,0,0,red,10,3,30,0.0,12919,4.024460097530769
12.0,50,0,3.88,8,2.0,4.0,1.0,1.0,0.0,0,0,0,0,black,50,3,22,0.0,52,3.8846153846153846
5.71,1000,1,4.23,317,194.0,59.0,29.0,13.0,22.0,1,0,1,0,red,50,1,38,0.0,3709,4.242653006201133
11.0,100,1,3.0,4,1.0,1.0,0.0,1.0,1.0,0,0,0,0,white,50,2,43,0.0,17222,4.001277435837882
3.79,20000,0,3.93,8412,4299.0,1527.0,1177.0,527.0,882.0,0,0,0,0,red,2,1,8,0.0,56999,4.046825382901455
8.0,100,0,3.39,18,5.0,6.0,1.0,3.0,3.0,0,0,0,0,blue,3,2,23,0.0,290,3.682758620689655
2.0,20000,0,4.09,6689,3566.0,1389.0,942.0,352.0,440.0,0,0,0,0,white,50,1,38,0.0,151249,4.04915734980066
6.0,1000,0,3.74,518,240.0,89.0,77.0,37.0,75.0,0,0,0,0,yellow,50,2,38,1.0,4233,4.016772974249941
6.0,50,0,4.2,15,9.0,2.0,3.0,0.0,1.0,0,0,0,0,multicolor,5,2,20,0.0,144,3.7222222222222223
13.0,100,0,3.75,4,1.0,1.0,2.0,0.0,0.0,0,0,0,0,red,35,3,43,0.0,18029,4.100615674746242
8.0,1000,1,4.25,220,136.0,35.0,28.0,9.0,12.0,0,0,0,0,pink,50,3,43,0.0,4072,3.900294695481336
7.0,100,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,tan,50,2,140,0.0,0,5.0
11.0,5000,0,4.05,654,340.0,129.0,106.0,35.0,44.0,0,0,0,0,black,14,3,54,0.0,8117,4.064925465073303
11.0,1000,0,3.91,808,381.0,180.0,110.0,68.0,69.0,0,0,0,0,blue,50,2,43,0.0,87178,3.908359907316066
8.0,5000,1,3.8,757,360.0,132.0,116.0,55.0,94.0,0,0,0,0,gray,50,3,44,0.0,246312,4.203725356458476
1.65,1000,1,3.67,191,89.0,26.0,31.0,14.0,31.0,0,0,0,0,white,1,1,38,0.0,5654,3.9587902370003536
8.0,10000,0,3.7,904,395.0,177.0,135.0,64.0,133.0,0,0,0,0,black,50,3,43,1.0,6651,4.084799278304015
12.0,1000,1,3.76,899,390.0,198.0,130.0,65.0,116.0,0,0,0,0,white,20,3,43,0.0,1990,4.046733668341709
9.0,10000,1,3.84,1982,938.0,384.0,292.0,136.0,232.0,0,0,0,0,white,50,3,30,0.0,66644,4.137581777804454
8.0,20000,0,3.33,3216,1138.0,523.0,521.0,324.0,710.0,0,0,0,0,black,50,2,43,0.0,54504,3.80168428005284
5.0,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,black,1,1,36,0.0,295,3.989830508474576
11.0,100,1,3.0,9,2.0,1.0,3.0,1.0,2.0,0,0,0,0,black,50,3,36,0.0,17,2.9411764705882355
11.0,1000,0,4.29,410,247.0,89.0,40.0,15.0,19.0,0,0,0,0,blue,50,2,21,0.0,1733,3.842469705712637
9.0,5000,0,3.75,429,185.0,83.0,81.0,30.0,50.0,0,0,0,0,red,50,3,41,0.0,1029,3.8211856171039846
7.0,10000,0,3.12,567,170.0,89.0,91.0,72.0,145.0,0,0,0,0,green,50,2,42,1.0,5934,3.849511290866195
6.0,100,0,3.93,41,20.0,7.0,9.0,1.0,4.0,0,0,0,0,black,50,2,38,0.0,151249,4.04915734980066
7.0,100,0,4.24,50,29.0,12.0,4.0,2.0,3.0,0,0,0,0,red,50,2,43,1.0,1160,4.143965517241379
1.65,1000,1,3.67,191,89.0,26.0,31.0,14.0,31.0,0,0,0,0,white,1,1,38,1.0,5654,3.9587902370003536
11.0,20000,1,3.92,10150,4974.0,2091.0,1409.0,655.0,1021.0,1,0,0,1,white,12,3,45,1.0,25093,4.068664567807756
11.0,1000,1,4.08,454,231.0,118.0,49.0,21.0,35.0,0,0,0,0,green,50,3,40,1.0,895,4.334078212290502
7.0,1000,0,4.12,442,220.0,111.0,72.0,23.0,16.0,0,0,0,0,black,50,2,47,1.0,1369,4.06135865595325
8.0,1000,0,4.01,153,85.0,22.0,24.0,7.0,15.0,0,0,0,0,multicolor,50,2,41,0.0,4136,3.91247582205029
15.0,5000,0,3.95,1632,836.0,306.0,221.0,103.0,166.0,0,0,0,0,blue,34,4,41,0.0,32323,4.040497478575627
7.0,10000,0,4.41,3078,2050.0,550.0,276.0,87.0,115.0,1,0,1,0,red,2,2,17,0.0,11264,4.101384943181818
11.0,100,1,3.08,39,11.0,8.0,3.0,7.0,10.0,0,0,0,0,pink,3,2,47,0.0,103,3.6893203883495143
6.0,1000,0,3.0,87,22.0,10.0,23.0,10.0,22.0,0,0,0,0,yellow,3,2,20,0.0,232,3.6767241379310343
8.0,100,0,4.07,58,27.0,18.0,7.0,2.0,4.0,0,0,0,0,multicolor,3,2,23,1.0,123,4.040650406504065
2.0,100,1,2.92,12,2.0,2.0,4.0,1.0,3.0,0,0,0,0,blue,1,1,25,1.0,366,3.9754098360655736
8.0,100,0,4.04,57,29.0,16.0,2.0,5.0,5.0,0,0,0,0,gray,50,2,51,0.0,4516,4.231842338352524
22.0,1000,0,4.04,235,127.0,49.0,26.0,7.0,26.0,0,0,0,0,black,50,5,80,0.0,541,4.097966728280961
11.0,1000,0,3.89,140,66.0,35.0,15.0,5.0,19.0,0,0,0,0,white,50,3,42,0.0,124563,4.193588786397245
6.0,1000,1,3.73,142,56.0,32.0,30.0,8.0,16.0,0,0,0,0,yellow,50,2,50,0.0,3053,3.8584998362266623
6.0,5000,0,4.22,958,571.0,171.0,116.0,53.0,47.0,0,0,0,0,black,50,2,40,1.0,213709,4.293899648587566
9.0,100,1,3.84,37,16.0,10.0,3.0,5.0,3.0,0,0,0,0,gray,50,3,42,0.0,3237,3.948409020698177
12.0,20000,1,3.64,1711,702.0,339.0,272.0,144.0,254.0,0,0,0,0,black,29,3,36,0.0,55499,4.138885385322258
6.0,20000,1,3.71,2706,1095.0,597.0,464.0,222.0,328.0,0,0,0,0,black,49,2,38,1.0,6714,4.0732797140303845
9.0,5000,0,3.81,719,356.0,111.0,103.0,59.0,90.0,0,0,0,0,black,50,3,45,0.0,139788,4.166509285489456
18.0,100,0,4.62,34,27.0,4.0,1.0,1.0,1.0,2,1,0,1,black,5,5,82,0.0,1465,4.2266211604095565
11.0,5000,0,2.95,299,72.0,47.0,59.0,36.0,85.0,0,0,0,0,orange,50,3,52,0.0,2608,3.8730828220858897
13.0,1000,0,3.7,332,149.0,56.0,57.0,20.0,50.0,0,0,0,0,black,10,3,52,1.0,4048,4.0644762845849804
11.0,20000,1,3.66,8971,3598.0,1821.0,1607.0,808.0,1137.0,0,0,0,0,black,50,2,42,0.0,73701,4.105127474525448
11.0,1000,0,4.09,100,59.0,16.0,10.0,5.0,10.0,0,0,0,0,purple,4,2,20,0.0,6300,4.078095238095238
11.0,100,0,4.14,51,29.0,9.0,8.0,1.0,4.0,0,0,0,0,white,50,2,43,0.0,16994,4.2636812992821
9.0,50,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,white,6,3,41,0.0,14676,4.07420278004906
6.0,50,0,2.67,3,1.0,0.0,0.0,1.0,1.0,0,0,0,0,pink,46,2,8,0.0,1374,4.058951965065503
2.83,20000,1,3.62,1742,732.0,322.0,264.0,147.0,277.0,0,0,0,0,gray,5,1,20,0.0,3791,3.918754945924558
7.0,5000,0,3.39,1632,584.0,289.0,276.0,149.0,334.0,0,0,0,0,green,50,2,41,0.0,8547,4.081783081783081
15.0,100,1,3.23,69,25.0,9.0,8.0,11.0,16.0,0,0,0,0,blue,50,4,51,0.0,897,3.850613154960981
14.0,5000,1,3.44,734,248.0,153.0,135.0,67.0,131.0,1,1,0,0,white,50,3,40,0.0,13075,4.226462715105162
12.0,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,black,50,3,22,0.0,52,3.8846153846153846
5.8100000000000005,100,0,2.61,18,3.0,2.0,5.0,1.0,7.0,0,0,0,0,green,3,2,41,0.0,26473,3.8947606995807047
16.0,100,1,3.15,72,20.0,17.0,9.0,6.0,20.0,0,0,0,0,gray,39,4,34,0.0,79,3.4177215189873418
7.0,100,0,3.8,61,28.0,11.0,12.0,2.0,8.0,0,0,0,0,black,50,2,45,0.0,139607,4.216385997836785
8.0,1000,0,3.95,449,230.0,87.0,60.0,25.0,47.0,0,0,0,0,black,50,2,40,0.0,47981,4.025364206665138
12.0,10000,0,3.56,893,364.0,140.0,157.0,92.0,140.0,0,0,0,0,white,50,3,42,0.0,117487,4.087737366687378
11.0,1000,1,4.1,364,212.0,61.0,38.0,20.0,33.0,1,1,0,0,floral,50,2,40,0.0,6343,4.149140785117452
11.0,1000,0,3.93,651,333.0,114.0,97.0,39.0,68.0,0,0,0,0,leopard,19,3,83,1.0,6383,4.279492401691995
5.69,5000,0,3.61,437,183.0,80.0,63.0,42.0,69.0,0,0,0,0,red,50,2,39,0.0,2114,4.227530747398297
12.0,100,1,3.28,40,10.0,11.0,8.0,2.0,9.0,0,0,0,0,black,50,3,38,0.0,7936,3.964591733870968
7.0,100,0,3.6,25,10.0,4.0,5.0,3.0,3.0,0,0,0,0,black,50,2,127,1.0,483,4.15527950310559
7.0,50000,1,3.35,9075,2998.0,1514.0,1827.0,1136.0,1600.0,0,0,0,0,gray,50,2,40,0.0,839882,4.103759813878616
5.66,10000,1,4.29,2068,1245.0,418.0,247.0,68.0,90.0,1,0,1,0,gray,50,1,138,0.0,2174765,4.356187909958088
5.0,10000,1,3.88,1109,555.0,182.0,172.0,81.0,119.0,0,0,0,0,pink,2,2,50,0.0,59903,4.153665091898569
14.0,5000,0,4.16,2082,1201.0,398.0,241.0,94.0,148.0,0,0,0,0,black,50,3,31,0.0,5841,4.2177709296353365
6.0,1000,0,4.28,134,84.0,19.0,22.0,2.0,7.0,0,0,0,0,multicolor,50,2,43,0.0,25914,3.862313807208458
8.0,10000,0,4.02,2694,1383.0,591.0,342.0,153.0,225.0,0,0,0,0,blue,50,3,31,0.0,10258,4.243712224605186
5.83,100,0,4.36,22,13.0,5.0,3.0,1.0,0.0,0,0,0,0,yellow,3,1,24,0.0,17471,3.952836128441417
11.0,1000,0,4.08,545,295.0,113.0,65.0,27.0,45.0,0,0,0,0,white,17,3,70,1.0,33303,3.981623277182236
1.85,100,0,3.9,97,49.0,16.0,14.0,9.0,9.0,0,0,0,0,black,2,1,40,0.0,91631,3.83793694273772
9.0,5000,1,3.61,1926,740.0,405.0,345.0,164.0,272.0,0,0,0,0,black,50,3,41,0.0,73271,3.954443094812409
8.0,10000,1,3.59,1285,469.0,286.0,252.0,94.0,184.0,0,0,0,0,black,50,3,36,0.0,1260,3.795238095238095
3.0,50000,0,3.81,11408,5065.0,2342.0,1964.0,890.0,1147.0,0,0,0,0,red,50,1,38,1.0,151249,4.04915734980066
6.0,5000,1,3.9,813,387.0,168.0,120.0,65.0,73.0,0,0,0,0,white,50,2,38,0.0,22765,4.238172633428508
3.86,50,0,4.0,6,3.0,0.0,3.0,0.0,0.0,0,0,0,0,white,4,1,20,0.0,4098,3.8609077598828696
9.0,5000,0,4.03,827,445.0,159.0,103.0,45.0,75.0,0,0,0,0,black,50,3,42,0.0,124563,4.193588786397245
5.89,5000,0,3.25,392,127.0,65.0,69.0,40.0,91.0,0,0,0,0,red,2,2,24,1.0,4295,3.849592549476135
11.0,1000,0,3.62,462,189.0,89.0,74.0,41.0,69.0,0,0,0,0,green,50,3,36,1.0,5880,4.136394557823129
8.0,20000,1,3.95,9337,4487.0,1955.0,1532.0,658.0,705.0,0,0,0,0,black,50,2,38,0.0,40245,3.997589762703442
8.0,10000,1,4.17,1910,1141.0,329.0,212.0,88.0,140.0,0,0,0,0,blue,50,3,19,0.0,2050,4.167804878048781
11.0,10,0,3.33,3,0.0,2.0,0.0,1.0,0.0,0,0,0,0,white,3,3,33,0.0,47,3.914893617021277
11.0,10,0,3.33,3,0.0,2.0,0.0,1.0,0.0,0,0,0,0,white,3,3,33,1.0,47,3.914893617021277
8.0,100,0,2.0,2,0.0,0.0,1.0,0.0,1.0,0,0,0,0,black,46,3,41,1.0,14676,4.07420278004906
2.0,50,0,3.88,8,5.0,1.0,0.0,0.0,2.0,0,0,0,0,gray,1,1,40,1.0,7248,3.9430187637969096
5.66,100,1,3.41,27,8.0,8.0,4.0,1.0,6.0,0,0,0,0,black,50,1,48,0.0,1129,3.83348095659876
9.0,100,0,4.1,10,5.0,3.0,1.0,0.0,1.0,0,0,0,0,purple,10,3,26,1.0,4402,4.022944116310768
8.0,100,1,4.08,61,38.0,6.0,8.0,2.0,7.0,0,0,0,0,red,2,3,39,0.0,1585,4.076971608832808
9.0,1000,0,3.78,282,127.0,47.0,58.0,20.0,30.0,0,0,0,0,red,15,3,43,0.0,16523,4.038733886098166
2.76,1000,1,4.33,49,28.0,13.0,5.0,2.0,1.0,1,0,1,0,green,3,1,43,0.0,11505,4.136723163841808
3.83,100,0,3.57,67,27.0,15.0,6.0,7.0,12.0,0,0,0,0,red,1,1,38,0.0,5654,3.9587902370003536
7.0,10000,1,4.47,1838,1253.0,351.0,139.0,42.0,53.0,1,0,1,0,black,50,2,43,1.0,8727,4.161796722814255
6.0,1000,0,3.46,566,239.0,71.0,85.0,56.0,115.0,0,0,0,0,pink,15,2,43,0.0,36361,3.967520145210528
8.0,100,0,4.06,36,20.0,6.0,5.0,2.0,3.0,1,0,1,0,white,50,2,48,0.0,5781,4.274865940148763
8.0,1000,1,4.16,45,28.0,4.0,9.0,0.0,4.0,0,0,0,0,gray,50,3,42,0.0,21012,3.885160860460689
2.66,100,1,2.67,12,1.0,4.0,2.0,0.0,5.0,0,0,0,0,yellow,1,1,30,1.0,66644,4.137581777804454
8.0,20000,0,3.37,5685,1813.0,1162.0,1071.0,609.0,1030.0,0,0,0,0,multicolor,50,3,47,0.0,402743,4.156715324661136
8.0,1000,1,3.55,120,47.0,21.0,20.0,15.0,17.0,0,0,0,0,blue,49,2,42,0.0,7348,4.1374523679912905
3.67,5000,0,3.32,510,181.0,83.0,77.0,58.0,111.0,0,0,0,0,white,15,1,111,1.0,253249,4.070618245284286
12.0,20000,0,4.08,1799,960.0,346.0,285.0,97.0,111.0,0,0,0,0,white,50,3,38,0.0,151914,4.127921060600077
13.0,20000,1,4.06,4378,2301.0,939.0,572.0,248.0,318.0,0,0,0,0,blue,50,3,43,1.0,44067,4.28849252274945
9.0,5000,1,3.89,740,361.0,137.0,117.0,53.0,72.0,0,0,0,0,gray,2,3,26,0.0,24771,4.047959307254451
9.0,50,1,4.63,8,5.0,3.0,0.0,0.0,0.0,0,0,0,0,white,18,3,36,0.0,54,4.185185185185185
8.0,100,0,3.38,42,16.0,6.0,7.0,4.0,9.0,0,0,0,0,yellow,50,3,14,0.0,198,3.8383838383838382
12.0,10000,0,4.14,3560,1950.0,776.0,428.0,184.0,222.0,0,0,0,0,blue,50,3,30,1.0,19521,3.9848368423748783
5.0,100,1,3.8,15,7.0,3.0,2.0,1.0,2.0,0,0,0,0,black,50,2,43,1.0,17612,3.889677492618669
6.0,5000,0,4.27,901,528.0,197.0,105.0,32.0,39.0,1,0,1,0,black,50,2,31,0.0,9486,4.176997680792748
14.0,1000,0,3.7,511,211.0,107.0,89.0,39.0,65.0,0,0,0,0,yellow,29,4,27,1.0,47356,4.05688825069685
8.0,5000,0,4.34,719,460.0,128.0,71.0,34.0,26.0,0,0,0,0,white,1,2,43,1.0,15348,4.013812874641647
8.0,20000,1,4.03,5929,3030.0,1257.0,884.0,326.0,432.0,0,0,0,0,white,15,3,42,0.0,15006,4.083566573370652
18.0,20000,0,4.23,4421,2638.0,851.0,473.0,213.0,246.0,0,0,0,0,multicolor,50,5,10,0.0,18910,4.387414066631412
3.93,100,0,3.54,57,24.0,10.0,5.0,9.0,9.0,0,0,0,0,yellow,2,1,28,0.0,2399,4.213422259274698
11.0,100,1,3.12,25,5.0,6.0,5.0,5.0,4.0,0,0,0,0,orange,9,3,55,1.0,7076,3.968061051441493
6.0,100,1,3.67,27,9.0,8.0,5.0,2.0,3.0,0,0,0,0,brown,5,2,38,0.0,4705,4.040595111583422
8.0,1000,0,4.37,578,367.0,122.0,50.0,15.0,24.0,0,0,0,0,yellow,50,3,31,0.0,17816,4.179445442299057
11.0,100,1,4.33,3,2.0,0.0,1.0,0.0,0.0,0,0,0,0,white,50,3,41,0.0,38258,3.955434157561817
7.0,5000,0,4.01,542,283.0,111.0,69.0,29.0,50.0,0,0,0,0,white,50,2,37,1.0,8242,4.216694976947343
12.0,100,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,yellow,5,3,25,0.0,6,4.5
11.0,100,1,3.56,71,29.0,10.0,15.0,6.0,11.0,0,0,0,0,green,50,3,35,1.0,2782,4.06901509705248
11.0,100,0,3.96,98,46.0,24.0,14.0,6.0,8.0,0,0,0,0,red,50,2,42,0.0,5070,4.2767258382643
3.0,50,0,4.25,4,3.0,0.0,0.0,1.0,0.0,0,0,0,0,orange,1,1,27,1.0,28,4.035714285714286
5.0,5000,1,3.51,747,270.0,138.0,157.0,64.0,118.0,0,0,0,0,gray,1,2,40,1.0,5019,4.069535764096433
9.0,1000,0,4.74,47,40.0,3.0,3.0,1.0,0.0,0,0,0,0,green,50,3,41,1.0,4773,4.002933165723864
8.0,1000,0,3.61,233,91.0,57.0,28.0,17.0,40.0,0,0,0,0,pink,1,2,26,1.0,32858,3.88553776857995
9.0,20000,1,3.88,6360,3029.0,1251.0,982.0,455.0,643.0,0,0,0,0,multicolor,50,3,39,1.0,40616,4.098557218830018
11.0,20000,0,3.73,8609,3624.0,1733.0,1531.0,761.0,960.0,0,0,0,0,black,50,3,41,0.0,32394,3.9246774093968018
11.0,20000,0,3.53,3572,1328.0,706.0,611.0,377.0,550.0,0,0,0,0,brown,50,3,60,1.0,11965,4.0171333054743
7.0,10000,0,4.34,3079,1891.0,631.0,367.0,99.0,91.0,1,0,1,0,camouflage,41,2,37,0.0,9661,4.293240865334852
3.93,100,1,4.4,10,7.0,2.0,0.0,0.0,1.0,0,0,0,0,blue,11,1,20,1.0,3791,3.918754945924558
7.0,100,1,3.67,18,7.0,3.0,5.0,1.0,2.0,0,0,0,0,brown,44,2,23,1.0,12309,4.045170200666179
8.0,100,0,4.0,13,5.0,5.0,1.0,2.0,0.0,0,0,0,0,multicolor,5,2,23,0.0,129,3.7906976744186047
7.0,5000,0,4.38,996,654.0,178.0,94.0,32.0,38.0,1,0,1,0,gray,8,2,41,0.0,130598,3.946790915634237
3.7,10,0,2.25,4,0.0,0.0,2.0,1.0,1.0,0,0,0,0,black,2,1,35,1.0,72,3.7777777777777777
8.0,100,0,4.29,31,19.0,5.0,5.0,1.0,1.0,1,0,1,0,pink,50,2,43,0.0,5846,3.832535066712282
8.0,1000,0,4.11,439,252.0,76.0,55.0,19.0,37.0,0,0,0,0,red,50,2,31,0.0,14298,4.260595887536718
3.94,100,0,3.9,21,10.0,5.0,2.0,2.0,2.0,0,0,0,0,green,1,1,39,1.0,189,4.068783068783069
15.0,1000,0,4.41,277,177.0,58.0,28.0,6.0,8.0,1,0,1,0,white,50,4,32,0.0,1038,4.254335260115607
5.0,1000,1,3.74,149,63.0,33.0,23.0,11.0,19.0,0,0,0,0,multicolor,7,2,36,0.0,55499,4.138885385322258
5.77,100,1,4.0,4,1.0,2.0,1.0,0.0,0.0,0,0,0,0,green,45,1,31,0.0,8996,3.915740329035127
4.67,100,1,2.88,82,18.0,11.0,21.0,7.0,25.0,0,0,0,0,blue,5,1,25,0.0,7497,4.079365079365079
11.0,100,0,3.29,49,15.0,8.0,12.0,4.0,10.0,0,0,0,0,blue,50,2,80,0.0,168,3.732142857142857
5.9,5000,0,3.26,531,171.0,92.0,91.0,58.0,119.0,0,0,0,0,white,9,2,20,0.0,7069,4.055028999858537
3.7,100,1,3.18,11,4.0,1.0,1.0,3.0,2.0,0,0,0,0,pink,9,1,38,1.0,359,3.4094707520891365
5.0,1000,1,3.77,435,191.0,87.0,69.0,41.0,47.0,0,0,0,0,white,50,1,39,1.0,3883,4.288179242853464
9.0,5000,0,3.65,878,381.0,145.0,144.0,83.0,125.0,0,0,0,0,gray,48,3,20,1.0,3915,3.986206896551724
16.0,100,0,3.88,69,33.0,15.0,10.0,2.0,9.0,0,0,0,0,yellow,50,4,41,0.0,37753,3.828569914973644
6.0,10000,0,4.34,1669,1032.0,341.0,185.0,57.0,54.0,0,0,0,0,green,50,2,49,0.0,2736,4.3238304093567255
3.76,1000,0,3.34,95,33.0,17.0,15.0,9.0,21.0,0,0,0,0,orange,3,1,22,0.0,3804,4.109621451104101
11.0,100,1,3.13,45,11.0,11.0,7.0,5.0,11.0,0,0,0,0,blue,1,3,26,1.0,364,3.381868131868132
8.0,100,1,3.33,3,1.0,1.0,0.0,0.0,1.0,0,0,0,0,blue,50,2,40,1.0,619,4.368336025848143
12.0,1000,0,4.05,614,339.0,114.0,70.0,34.0,57.0,0,0,0,0,black,50,3,42,0.0,45151,4.032956080706961
8.0,5000,1,4.07,775,411.0,158.0,102.0,56.0,48.0,0,0,0,0,blue,50,2,43,1.0,42919,4.105967054218412
11.0,100,1,3.32,28,11.0,3.0,3.0,6.0,5.0,0,0,0,0,blue,50,2,18,0.0,1151,4.3249348392702
5.0,10000,0,3.94,2557,1228.0,552.0,394.0,165.0,218.0,0,0,0,0,blue,10,1,48,0.0,32168,3.884543645859239
5.0,1000,1,3.77,404,173.0,87.0,68.0,31.0,45.0,1,0,0,1,black,1,2,45,0.0,25093,4.068664567807756
7.0,1000,1,3.8,46,22.0,9.0,6.0,2.0,7.0,0,0,0,0,gray,50,2,35,0.0,1685,3.811275964391692
8.0,5000,1,4.02,1269,639.0,288.0,173.0,72.0,97.0,0,0,0,0,brown,10,2,38,0.0,39395,4.054423150145958
15.0,3,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,black,50,4,40,0.0,4150,4.252289156626506
12.0,1000,0,3.81,341,163.0,63.0,48.0,21.0,46.0,0,0,0,0,multicolor,50,3,13,1.0,2248,4.150355871886121
7.0,100,0,4.15,27,16.0,5.0,3.0,0.0,3.0,1,0,0,1,black,50,2,56,0.0,18529,4.135949052836095
13.0,5000,1,3.97,1020,486.0,239.0,161.0,49.0,85.0,0,0,0,0,black,50,3,38,1.0,165915,4.256076906849893
9.0,100,0,3.69,29,12.0,5.0,6.0,3.0,3.0,0,0,0,0,beige,50,3,42,0.0,3300,4.024242424242424
5.0,100,0,3.0,45,14.0,3.0,10.0,5.0,13.0,0,0,0,0,pink,50,2,35,0.0,9857,4.053971796692705
14.0,1000,1,4.24,254,147.0,57.0,26.0,11.0,13.0,0,0,0,0,yellow,3,3,40,0.0,90105,4.201298485100716
7.0,10000,1,3.94,1116,583.0,189.0,153.0,80.0,111.0,0,0,0,0,white,50,2,54,0.0,3977,4.145335680160925
13.0,10000,1,4.07,2328,1184.0,545.0,329.0,116.0,154.0,0,0,0,0,black,50,3,41,1.0,22173,4.203400532178776
2.0,1000,1,4.03,31,15.0,8.0,3.0,4.0,1.0,0,0,0,0,red,1,1,35,0.0,31138,4.117444922602608
4.73,100,1,4.4,86,57.0,16.0,6.0,4.0,3.0,1,0,1,0,green,1,1,35,1.0,31138,4.117444922602608
11.0,20000,0,3.42,7596,2679.0,1403.0,1317.0,793.0,1404.0,0,0,0,0,black,50,3,39,1.0,58068,4.310188055383343
8.0,5000,1,4.0,1355,716.0,272.0,155.0,75.0,137.0,1,1,0,0,pink,1,2,34,0.0,3532,4.19960362400906
4.74,5000,0,4.05,784,410.0,160.0,113.0,44.0,57.0,0,0,0,0,white,50,1,40,0.0,213709,4.293899648587566
8.0,10000,0,3.28,1649,570.0,245.0,276.0,190.0,368.0,0,0,0,0,red,11,2,30,0.0,6818,3.982399530654151
8.0,100,0,3.83,6,3.0,1.0,1.0,0.0,1.0,0,0,0,0,white,5,2,23,1.0,211,3.5450236966824646
8.0,100,0,3.47,34,13.0,7.0,4.0,3.0,7.0,0,0,0,0,gray,50,3,35,1.0,11030,3.952583862194016
5.95,100,1,3.21,48,14.0,13.0,4.0,3.0,14.0,0,0,0,0,yellow,2,2,26,1.0,2363,3.853575962759205
3.65,100,1,3.38,8,3.0,2.0,0.0,1.0,2.0,2,1,0,1,green,1,1,81,0.0,8888,4.243249324932493
2.81,5000,0,3.91,940,453.0,198.0,124.0,78.0,87.0,0,0,0,0,white,30,1,43,1.0,42919,4.105967054218412
4.66,10000,0,4.28,1594,973.0,300.0,187.0,58.0,76.0,1,0,1,0,pink,50,1,41,0.0,85562,4.394591056777541
5.0,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,white,50,2,8,0.0,129,3.8372093023255816
5.0,1000,1,4.23,62,39.0,10.0,5.0,4.0,4.0,0,0,0,0,blue,20,2,41,0.0,10501,4.029235310922769
8.0,100,1,3.33,3,1.0,1.0,0.0,0.0,1.0,0,0,0,0,blue,50,2,40,0.0,619,4.368336025848143
13.0,1000,1,3.53,302,125.0,47.0,47.0,29.0,54.0,0,0,0,0,orange,50,3,43,0.0,4524,3.865384615384616
8.0,5000,0,4.3,830,523.0,147.0,87.0,32.0,41.0,1,0,1,0,multicolor,50,3,36,0.0,9200,4.289673913043479
8.0,100,0,3.5,2,0.0,1.0,1.0,0.0,0.0,0,0,0,0,purple,50,3,45,0.0,59234,3.9870513556403417
7.0,100,0,4.07,30,18.0,4.0,4.0,0.0,4.0,0,0,0,0,purple,50,2,44,0.0,16803,4.155031839552461
12.0,1000,1,3.37,928,378.0,116.0,117.0,102.0,215.0,0,0,0,0,red,1,3,32,0.0,2397,3.860659157279933
5.0,1000,1,3.68,155,67.0,26.0,26.0,18.0,18.0,0,0,0,0,yellow,50,2,45,0.0,10600,3.8675471698113206
13.0,1000,1,3.88,122,59.0,27.0,14.0,6.0,16.0,0,0,0,0,gray,50,3,44,0.0,114,4.149122807017544
14.0,10000,0,4.15,2514,1375.0,544.0,332.0,122.0,141.0,0,0,0,0,black,50,4,43,0.0,27719,4.070637468884159
